sale_id,sale_date,customer_id,product_id,region,quantity,unit_price,discount,revenue,cost,profit,margin
SALE007879,2025-03-27,CUST05858,PROD008,North America,1,179.0,0.05,171.14,110.93,60.21,0.3518
SALE007880,2025-01-05,CUST05107,PROD003,Europe,5,499.0,0.0,2909.22,2300.06,609.16,0.2094
SALE007881,2024-07-23,CUST06416,PROD019,Europe,10,25.0,0.0,321.75,212.16,109.59,0.3406
SALE007882,2025-05-06,CUST07613,PROD008,North America,3,179.0,0.0,578.23,376.62,201.61,0.3487
SALE007883,2024-10-28,CUST06047,PROD019,Asia,1,25.0,0.0,23.72,14.94,8.78,0.3702
SALE007884,2025-12-03,CUST05828,PROD001,Europe,5,49.0,0.0,312.21,192.21,120.0,0.3844
SALE007885,2025-05-15,CUST08175,PROD013,Europe,3,89.0,0.1,295.92,209.95,85.97,0.2905
SALE007886,2024-07-22,CUST03611,PROD003,North America,1,499.0,0.15,618.78,401.08,217.7,0.3518
SALE007887,2025-11-17,CUST01814,PROD003,Europe,2,499.0,0.0,1211.0,827.44,383.56,0.3167
SALE007888,2024-11-27,CUST00862,PROD003,North America,2,499.0,0.05,2144.37,1391.55,752.82,0.3511
SALE007889,2025-03-29,CUST01705,PROD008,Asia,10,179.0,0.0,1565.25,886.81,678.44,0.4334
SALE007890,2025-06-11,CUST01901,PROD013,North America,1,89.0,0.05,86.86,43.9,42.96,0.4946
SALE007891,2025-04-23,CUST04427,PROD016,Europe,1,29.0,0.1,35.94,27.66,8.28,0.2304
SALE007892,2025-02-17,CUST00369,PROD001,Asia,1,49.0,0.1,44.53,23.04,21.49,0.4826
SALE007893,2025-06-19,CUST07735,PROD013,South America,5,89.0,0.0,707.24,357.0,350.24,0.4952
SALE007894,2025-10-14,CUST06147,PROD007,North America,1,59.0,0.15,58.85,31.53,27.32,0.4642
SALE007895,2024-04-29,CUST02582,PROD001,South America,1,49.0,0.0,70.6,49.99,20.61,0.2919
SALE007896,2025-02-17,CUST05059,PROD004,North America,1,79.0,0.05,94.72,62.55,32.17,0.3396
SALE007897,2025-03-19,CUST00864,PROD019,North America,1,25.0,0.05,49.53,24.89,24.64,0.4975
SALE007898,2025-11-05,CUST02995,PROD014,North America,5,249.0,0.0,1430.76,836.28,594.48,0.4155
SALE007899,2025-02-24,CUST04823,PROD015,North America,10,699.0,0.0,7738.75,5121.07,2617.68,0.3383
SALE007900,2024-04-18,CUST09497,PROD001,Europe,1,49.0,0.1,51.56,28.8,22.76,0.4414
SALE007901,2025-07-11,CUST06513,PROD020,Europe,2,75.0,0.15,239.5,169.83,69.67,0.2909
SALE007902,2025-08-10,CUST05012,PROD013,North America,1,89.0,0.05,137.12,81.16,55.96,0.4081
SALE007903,2025-09-05,CUST09957,PROD013,North America,10,89.0,0.0,1181.82,853.81,328.01,0.2775
SALE007904,2024-06-04,CUST09899,PROD012,North America,1,449.0,0.0,641.99,424.99,217.0,0.338
SALE007905,2024-04-20,CUST05347,PROD013,North America,10,89.0,0.0,1199.32,867.14,332.18,0.277
SALE007906,2024-02-05,CUST03678,PROD003,North America,1,499.0,0.05,542.02,306.95,235.07,0.4337
SALE007907,2024-11-08,CUST03621,PROD018,North America,1,399.0,0.0,407.0,251.76,155.24,0.3814
SALE007908,2024-03-22,CUST06224,PROD014,Europe,1,249.0,0.0,520.9,286.17,234.73,0.4506
SALE007909,2025-07-13,CUST07866,PROD004,Asia,2,79.0,0.05,133.81,93.53,40.28,0.301
SALE007910,2025-02-28,CUST03101,PROD005,Oceania,1,199.0,0.0,196.81,146.83,49.98,0.254
SALE007911,2024-08-18,CUST08487,PROD013,Oceania,1,89.0,0.05,81.61,42.99,38.62,0.4732
SALE007912,2024-07-31,CUST09322,PROD002,Asia,1,149.0,0.1,127.22,85.41,41.81,0.3286
SALE007913,2024-11-24,CUST05664,PROD018,Europe,10,399.0,0.05,3595.87,2218.13,1377.74,0.3831
SALE007914,2024-04-15,CUST02567,PROD002,Europe,1,149.0,0.05,135.96,77.85,58.11,0.4274
SALE007915,2024-10-31,CUST02974,PROD016,Oceania,1,29.0,0.05,47.8,26.1,21.7,0.454
SALE007916,2025-04-04,CUST01964,PROD020,Europe,3,75.0,0.15,349.58,248.63,100.95,0.2888
SALE007917,2024-12-03,CUST02646,PROD008,South America,3,179.0,0.05,457.16,250.09,207.07,0.4529
SALE007918,2024-12-22,CUST06368,PROD006,Europe,10,599.0,0.05,5744.02,4053.37,1690.65,0.2943
SALE007919,2025-08-28,CUST00508,PROD020,South America,5,75.0,0.05,369.19,230.89,138.3,0.3746
SALE007920,2024-10-05,CUST03256,PROD018,South America,10,399.0,0.1,3509.45,2565.17,944.28,0.2691
SALE007921,2024-04-01,CUST08471,PROD004,Asia,3,79.0,0.15,181.94,134.87,47.07,0.2587
SALE007922,2025-01-26,CUST08721,PROD011,South America,5,129.0,0.0,672.08,404.92,267.16,0.3975
SALE007923,2024-05-07,CUST00752,PROD009,Asia,3,549.0,0.0,1934.35,1412.2,522.15,0.2699
SALE007924,2025-09-21,CUST01216,PROD018,North America,2,399.0,0.1,1024.76,725.74,299.02,0.2918
SALE007925,2024-04-23,CUST02350,PROD016,Europe,1,29.0,0.2,22.09,13.92,8.17,0.3699
SALE007926,2025-06-13,CUST00613,PROD017,Oceania,2,99.0,0.0,212.2,132.73,79.47,0.3745
SALE007927,2024-11-26,CUST05676,PROD009,Oceania,3,549.0,0.0,1996.11,1361.02,635.09,0.3182
SALE007928,2024-12-27,CUST00275,PROD006,North America,2,599.0,0.1,1550.95,972.65,578.3,0.3729
SALE007929,2025-10-09,CUST02457,PROD010,North America,5,39.0,0.0,260.59,136.32,124.27,0.4769
SALE007930,2025-08-24,CUST03034,PROD010,Europe,10,39.0,0.05,705.04,517.48,187.56,0.266
SALE007931,2024-05-05,CUST08769,PROD017,North America,1,99.0,0.1,96.38,61.87,34.51,0.3581
SALE007932,2025-09-22,CUST08061,PROD005,North America,2,199.0,0.0,422.16,217.96,204.2,0.4837
SALE007933,2024-08-22,CUST07465,PROD014,Oceania,1,249.0,0.1,228.6,141.74,86.86,0.38
SALE007934,2024-10-02,CUST09222,PROD008,Asia,2,179.0,0.0,470.48,332.06,138.42,0.2942
SALE007935,2025-08-29,CUST09828,PROD019,Asia,1,25.0,0.05,25.01,12.53,12.48,0.499
SALE007936,2024-04-19,CUST09033,PROD020,Asia,3,75.0,0.1,244.05,136.46,107.59,0.4409
SALE007937,2024-10-27,CUST09437,PROD002,Asia,10,149.0,0.05,1342.42,860.85,481.57,0.3587
SALE007938,2024-03-25,CUST09314,PROD008,North America,1,179.0,0.0,192.6,142.13,50.47,0.262
SALE007939,2025-02-16,CUST02184,PROD016,Europe,1,29.0,0.05,30.21,19.53,10.68,0.3535
SALE007940,2025-04-12,CUST02988,PROD003,North America,1,499.0,0.05,483.13,344.36,138.77,0.2872
SALE007941,2025-03-01,CUST04749,PROD005,South America,2,199.0,0.05,343.4,191.23,152.17,0.4431
SALE007942,2025-11-15,CUST05523,PROD011,Asia,3,129.0,0.05,359.41,206.23,153.18,0.4262
SALE007943,2025-06-03,CUST04545,PROD011,Asia,1,129.0,0.05,117.62,63.51,54.11,0.46
SALE007944,2024-01-29,CUST03506,PROD015,North America,2,699.0,0.15,1664.9,972.63,692.27,0.4158
SALE007945,2024-05-31,CUST04380,PROD019,Europe,2,25.0,0.1,64.64,41.38,23.26,0.3598
SALE007946,2024-12-29,CUST07058,PROD007,Europe,3,59.0,0.0,213.16,139.93,73.23,0.3435
SALE007947,2024-11-30,CUST07441,PROD008,South America,3,179.0,0.0,456.09,323.45,132.64,0.2908
SALE007948,2024-05-21,CUST09088,PROD010,South America,5,39.0,0.0,227.69,121.73,105.96,0.4654
SALE007949,2025-01-20,CUST08039,PROD018,Europe,5,399.0,0.0,1993.72,1116.76,876.96,0.4399
SALE007950,2025-01-23,CUST01649,PROD017,Oceania,1,99.0,0.0,133.46,79.61,53.85,0.4035
SALE007951,2024-11-28,CUST02022,PROD003,Europe,1,499.0,0.05,493.62,296.87,196.75,0.3986
SALE007952,2025-09-18,CUST04818,PROD007,North America,1,59.0,0.2,50.89,28.17,22.72,0.4465
SALE007953,2024-10-04,CUST08640,PROD018,Europe,10,399.0,0.0,6460.0,3401.56,3058.44,0.4734
SALE007954,2025-07-29,CUST04488,PROD018,Europe,3,399.0,0.05,1593.16,1087.01,506.15,0.3177
SALE007955,2025-05-25,CUST01284,PROD015,North America,10,699.0,0.1,6543.57,3438.79,3104.78,0.4745
SALE007956,2025-12-11,CUST09078,PROD016,North America,1,29.0,0.0,28.51,14.35,14.16,0.4967
SALE007957,2025-04-10,CUST05922,PROD006,Europe,2,599.0,0.0,1217.74,852.92,364.82,0.2996
SALE007958,2024-12-20,CUST08859,PROD016,Asia,10,29.0,0.0,327.72,201.74,125.98,0.3844
SALE007959,2024-01-01,CUST03608,PROD013,Europe,2,89.0,0.0,198.08,102.0,96.08,0.4851
SALE007960,2025-04-29,CUST08613,PROD018,North America,3,399.0,0.1,2221.87,1376.04,845.83,0.3807
SALE007961,2025-01-20,CUST00550,PROD003,Asia,5,499.0,0.0,3160.52,1836.3,1324.22,0.419
SALE007962,2025-10-18,CUST07460,PROD013,North America,1,89.0,0.05,196.05,130.53,65.52,0.3342
SALE007963,2025-03-11,CUST09840,PROD013,Oceania,1,89.0,0.0,99.4,50.34,49.06,0.4936
SALE007964,2025-05-24,CUST09171,PROD009,Europe,5,549.0,0.1,2817.1,1591.5,1225.6,0.4351
SALE007965,2025-10-28,CUST04613,PROD007,North America,3,59.0,0.0,198.73,110.58,88.15,0.4436
SALE007966,2025-12-05,CUST09970,PROD018,North America,1,399.0,0.05,455.45,240.56,214.89,0.4718
SALE007967,2024-06-10,CUST09859,PROD020,North America,1,75.0,0.1,91.27,61.06,30.21,0.331
SALE007968,2024-06-28,CUST01302,PROD012,North America,3,449.0,0.0,1809.8,1307.09,502.71,0.2778
SALE007969,2025-07-27,CUST04894,PROD015,Asia,3,699.0,0.15,1815.04,1223.65,591.39,0.3258
SALE007970,2024-04-08,CUST09119,PROD007,North America,1,59.0,0.0,66.36,43.89,22.47,0.3386
SALE007971,2025-08-22,CUST08735,PROD004,North America,2,79.0,0.1,151.54,110.49,41.05,0.2709
SALE007972,2024-04-19,CUST05523,PROD005,Asia,1,199.0,0.15,189.02,95.96,93.06,0.4923
SALE007973,2024-09-23,CUST02411,PROD004,North America,3,79.0,0.1,246.77,170.94,75.83,0.3073
SALE007974,2025-09-15,CUST02688,PROD008,North America,10,179.0,0.0,1957.15,981.88,975.27,0.4983
SALE007975,2024-04-10,CUST00923,PROD018,North America,1,399.0,0.0,453.97,277.09,176.88,0.3896
SALE007976,2024-02-08,CUST05693,PROD016,North America,1,29.0,0.1,31.25,23.08,8.17,0.2614
SALE007977,2025-07-08,CUST00269,PROD010,Europe,1,39.0,0.2,34.63,21.83,12.8,0.3696
SALE007978,2025-08-15,CUST04963,PROD005,Asia,5,199.0,0.0,1745.83,892.59,853.24,0.4887
SALE007979,2025-07-05,CUST01754,PROD020,South America,2,75.0,0.0,177.7,109.04,68.66,0.3864
SALE007980,2024-12-05,CUST05410,PROD014,South America,2,249.0,0.15,347.59,256.12,91.47,0.2632
SALE007981,2025-07-12,CUST00563,PROD019,South America,2,25.0,0.05,51.3,31.45,19.85,0.3869
SALE007982,2025-05-20,CUST03723,PROD009,South America,2,549.0,0.1,1094.22,735.43,358.79,0.3279
SALE007983,2024-10-03,CUST03454,PROD012,Europe,10,449.0,0.0,5701.93,3801.51,1900.42,0.3333
SALE007984,2025-06-28,CUST06461,PROD004,Europe,3,79.0,0.05,256.39,147.89,108.5,0.4232
SALE007985,2024-05-21,CUST06810,PROD005,North America,3,199.0,0.0,706.91,449.85,257.06,0.3636
SALE007986,2024-11-06,CUST06772,PROD013,North America,1,89.0,0.15,89.02,45.0,44.02,0.4945
SALE007987,2025-08-27,CUST04921,PROD013,Asia,10,89.0,0.0,880.73,609.9,270.83,0.3075
SALE007988,2024-04-16,CUST00619,PROD020,Europe,2,75.0,0.15,136.45,95.65,40.8,0.299
SALE007989,2024-11-03,CUST09029,PROD020,Europe,1,75.0,0.0,83.63,45.89,37.74,0.4513
SALE007990,2025-03-27,CUST07704,PROD001,North America,3,49.0,0.0,199.54,103.3,96.24,0.4823
SALE007991,2025-03-12,CUST06676,PROD018,Europe,3,399.0,0.15,1899.7,1207.63,692.07,0.3643
SALE007992,2025-11-30,CUST05451,PROD013,Europe,3,89.0,0.0,355.07,235.52,119.55,0.3367
SALE007993,2025-04-28,CUST05666,PROD005,North America,1,199.0,0.1,243.42,125.76,117.66,0.4834
SALE007994,2024-01-19,CUST08741,PROD004,Europe,2,79.0,0.1,262.53,169.25,93.28,0.3553
SALE007995,2025-12-28,CUST03106,PROD018,North America,3,399.0,0.0,1559.22,799.37,759.85,0.4873
SALE007996,2024-06-14,CUST06509,PROD001,North America,1,49.0,0.0,61.99,38.17,23.82,0.3843
SALE007997,2025-03-10,CUST09934,PROD011,Europe,1,129.0,0.0,233.62,163.8,69.82,0.2989
SALE007998,2025-10-01,CUST09937,PROD004,Asia,5,79.0,0.0,457.77,269.65,188.12,0.4109
SALE007999,2025-03-19,CUST07547,PROD020,North America,1,75.0,0.0,80.12,51.24,28.88,0.3605
SALE008000,2024-02-21,CUST07424,PROD003,Asia,1,499.0,0.0,448.39,263.05,185.34,0.4133
SALE008001,2024-09-13,CUST01150,PROD014,South America,1,249.0,0.0,239.59,152.03,87.56,0.3655
SALE008002,2024-01-08,CUST04426,PROD006,Asia,1,599.0,0.05,545.81,325.14,220.67,0.4043
SALE008003,2024-11-04,CUST08362,PROD006,Oceania,2,599.0,0.05,2206.83,1214.13,992.7,0.4498
SALE008004,2025-10-03,CUST02388,PROD013,Europe,5,89.0,0.1,591.29,423.62,167.67,0.2836
SALE008005,2024-07-07,CUST03419,PROD006,Europe,3,599.0,0.05,2061.5,1061.59,999.91,0.485
SALE008006,2025-07-15,CUST06331,PROD018,Asia,2,399.0,0.05,885.58,540.35,345.23,0.3898
SALE008007,2024-02-01,CUST09663,PROD010,Asia,3,39.0,0.0,118.56,86.9,31.66,0.267
SALE008008,2024-07-04,CUST04974,PROD002,South America,2,149.0,0.0,303.27,200.43,102.84,0.3391
SALE008009,2025-02-22,CUST08033,PROD011,North America,1,129.0,0.0,143.91,80.78,63.13,0.4387
SALE008010,2025-12-07,CUST04323,PROD005,North America,2,199.0,0.1,488.93,258.56,230.37,0.4712
SALE008011,2025-03-28,CUST06544,PROD019,North America,3,25.0,0.05,80.16,47.4,32.76,0.4087
SALE008012,2025-06-04,CUST08284,PROD001,North America,3,49.0,0.05,156.23,106.98,49.25,0.3152
SALE008013,2025-07-18,CUST08799,PROD003,Europe,1,499.0,0.2,494.41,298.38,196.03,0.3965
SALE008014,2024-03-28,CUST09173,PROD010,Europe,2,39.0,0.0,101.72,54.01,47.71,0.469
SALE008015,2025-12-02,CUST08652,PROD006,Oceania,1,599.0,0.1,595.19,438.65,156.54,0.263
SALE008016,2024-12-02,CUST04570,PROD008,North America,1,179.0,0.2,294.03,194.23,99.8,0.3394
SALE008017,2024-08-13,CUST01037,PROD005,Asia,1,199.0,0.0,184.06,94.64,89.42,0.4858
SALE008018,2025-09-24,CUST00310,PROD019,Europe,2,25.0,0.0,45.43,26.13,19.3,0.4248
SALE008019,2024-12-24,CUST09934,PROD001,Europe,1,49.0,0.05,99.2,63.55,35.65,0.3594
SALE008020,2025-05-03,CUST08792,PROD003,South America,1,499.0,0.15,392.08,203.19,188.89,0.4818
SALE008021,2024-09-27,CUST02945,PROD020,Asia,2,75.0,0.1,156.78,96.64,60.14,0.3836
SALE008022,2025-03-04,CUST00436,PROD010,Europe,5,39.0,0.0,204.0,121.62,82.38,0.4038
SALE008023,2024-04-21,CUST05842,PROD019,Asia,5,25.0,0.05,114.66,82.83,31.83,0.2776
SALE008024,2024-10-31,CUST04493,PROD017,Oceania,2,99.0,0.0,180.14,106.6,73.54,0.4082
SALE008025,2024-11-26,CUST04936,PROD007,Europe,1,59.0,0.05,110.66,68.4,42.26,0.3819
SALE008026,2024-06-30,CUST03319,PROD015,Europe,2,699.0,0.05,1391.66,719.03,672.63,0.4833
SALE008027,2025-10-28,CUST00069,PROD003,Europe,1,499.0,0.0,486.67,376.94,109.73,0.2255
SALE008028,2025-03-24,CUST03610,PROD013,Europe,1,89.0,0.05,190.6,115.53,75.07,0.3939
SALE008029,2025-09-28,CUST04086,PROD007,Oceania,1,59.0,0.0,55.35,28.21,27.14,0.4903
SALE008030,2024-04-22,CUST06396,PROD014,North America,2,249.0,0.05,556.54,318.68,237.86,0.4274
SALE008031,2024-11-05,CUST02347,PROD003,South America,1,499.0,0.0,596.3,399.45,196.85,0.3301
SALE008032,2025-08-15,CUST08558,PROD017,North America,2,99.0,0.2,171.35,104.07,67.28,0.3926
SALE008033,2024-04-29,CUST08203,PROD006,Asia,2,599.0,0.15,1002.23,675.01,327.22,0.3265
SALE008034,2024-06-02,CUST07201,PROD010,Asia,10,39.0,0.05,444.76,288.01,156.75,0.3524
SALE008035,2025-11-06,CUST03769,PROD017,North America,1,99.0,0.1,113.46,77.39,36.07,0.3179
SALE008036,2024-03-29,CUST04357,PROD010,Oceania,1,39.0,0.05,38.47,22.33,16.14,0.4195
SALE008037,2024-11-30,CUST09412,PROD011,Asia,5,129.0,0.05,553.87,279.91,273.96,0.4946
SALE008038,2024-02-22,CUST07712,PROD003,North America,1,499.0,0.1,835.1,503.2,331.9,0.3974
SALE008039,2024-09-05,CUST05708,PROD015,South America,2,699.0,0.0,1232.38,791.64,440.74,0.3576
SALE008040,2025-08-18,CUST06463,PROD020,North America,5,75.0,0.05,413.35,214.95,198.4,0.48
SALE008041,2024-09-22,CUST09754,PROD015,Europe,3,699.0,0.0,2820.98,1918.35,902.63,0.32
SALE008042,2024-12-07,CUST04911,PROD019,Europe,3,25.0,0.1,74.68,51.05,23.63,0.3164
SALE008043,2025-10-31,CUST03604,PROD020,Europe,1,75.0,0.15,100.75,62.34,38.41,0.3812
SALE008044,2024-10-18,CUST03341,PROD014,Asia,3,249.0,0.05,664.28,337.14,327.14,0.4925
SALE008045,2025-03-15,CUST08720,PROD018,Europe,3,399.0,0.0,1289.89,837.39,452.5,0.3508
SALE008046,2025-01-15,CUST04878,PROD011,North America,2,129.0,0.05,337.67,169.07,168.6,0.4993
SALE008047,2025-06-09,CUST03718,PROD008,South America,5,179.0,0.05,743.91,497.92,245.99,0.3307
SALE008048,2025-03-05,CUST07865,PROD012,North America,2,449.0,0.0,978.31,699.5,278.81,0.285
SALE008049,2025-08-30,CUST08488,PROD018,Europe,3,399.0,0.1,1308.9,900.83,408.07,0.3118
SALE008050,2025-10-05,CUST06856,PROD004,Asia,1,79.0,0.0,92.3,59.55,32.75,0.3548
SALE008051,2025-12-22,CUST08722,PROD013,Asia,1,89.0,0.0,142.95,82.63,60.32,0.422
SALE008052,2024-09-08,CUST08081,PROD014,Europe,5,249.0,0.1,1278.04,912.18,365.86,0.2863
SALE008053,2024-05-09,CUST06713,PROD015,Asia,1,699.0,0.1,738.98,490.64,248.34,0.3361
SALE008054,2024-05-16,CUST09847,PROD015,South America,1,699.0,0.0,672.45,399.3,273.15,0.4062
SALE008055,2025-07-29,CUST03759,PROD014,Oceania,10,249.0,0.0,2650.33,1519.46,1130.87,0.4267
SALE008056,2025-09-27,CUST09705,PROD013,Asia,1,89.0,0.0,148.06,78.61,69.45,0.4691
SALE008057,2024-06-25,CUST03361,PROD019,Asia,2,25.0,0.1,53.79,28.78,25.01,0.465
SALE008058,2024-12-17,CUST09187,PROD001,North America,2,49.0,0.0,179.67,101.84,77.83,0.4332
SALE008059,2024-01-15,CUST06933,PROD010,North America,2,39.0,0.05,104.8,70.66,34.14,0.3258
SALE008060,2025-02-27,CUST07544,PROD002,Oceania,2,149.0,0.0,278.07,183.67,94.4,0.3395
SALE008061,2025-05-27,CUST09902,PROD018,Europe,1,399.0,0.05,399.73,287.02,112.71,0.282
SALE008062,2024-04-25,CUST09933,PROD003,Asia,5,499.0,0.0,2181.37,1466.94,714.43,0.3275
SALE008063,2025-11-08,CUST09164,PROD016,North America,2,29.0,0.0,60.49,31.69,28.8,0.4761
SALE008064,2025-09-22,CUST04749,PROD015,South America,3,699.0,0.0,1915.76,970.07,945.69,0.4936
SALE008065,2025-11-30,CUST04739,PROD007,Europe,3,59.0,0.0,195.5,115.98,79.52,0.4068
SALE008066,2025-11-16,CUST01435,PROD009,Europe,2,549.0,0.1,900.54,588.83,311.71,0.3461
SALE008067,2024-03-01,CUST03815,PROD005,Asia,1,199.0,0.05,227.13,129.72,97.41,0.4289
SALE008068,2024-11-23,CUST08073,PROD017,Europe,2,99.0,0.0,202.53,131.86,70.67,0.3489
SALE008069,2024-11-07,CUST05901,PROD015,South America,3,699.0,0.05,1689.87,1178.38,511.49,0.3027
SALE008070,2024-01-15,CUST01731,PROD020,Oceania,2,75.0,0.05,157.57,112.59,44.98,0.2855
SALE008071,2025-11-14,CUST03096,PROD013,Europe,1,89.0,0.1,87.69,50.61,37.08,0.4229
SALE008072,2024-01-20,CUST05131,PROD011,Asia,10,129.0,0.0,1266.35,829.21,437.14,0.3452
SALE008073,2025-05-23,CUST02920,PROD019,North America,1,25.0,0.15,20.98,11.57,9.41,0.4485
SALE008074,2024-08-08,CUST09016,PROD007,South America,1,59.0,0.2,84.59,48.01,36.58,0.4324
SALE008075,2025-03-12,CUST08187,PROD018,Asia,5,399.0,0.0,1893.28,1043.46,849.82,0.4489
SALE008076,2024-12-25,CUST07846,PROD012,Asia,1,449.0,0.1,443.46,258.18,185.28,0.4178
SALE008077,2024-06-09,CUST08193,PROD016,Europe,3,29.0,0.05,82.81,50.23,32.58,0.3934
SALE008078,2024-11-12,CUST03157,PROD007,Europe,2,59.0,0.05,165.49,93.34,72.15,0.436
SALE008079,2025-06-01,CUST01499,PROD010,Asia,1,39.0,0.2,59.44,33.0,26.44,0.4448
SALE008080,2025-02-19,CUST02335,PROD008,Asia,2,179.0,0.05,359.05,227.02,132.03,0.3677
SALE008081,2024-06-13,CUST01486,PROD016,Europe,2,29.0,0.0,104.92,65.1,39.82,0.3795
SALE008082,2024-07-07,CUST06085,PROD002,Europe,5,149.0,0.1,891.21,474.52,416.69,0.4676
SALE008083,2025-05-23,CUST02393,PROD019,Asia,1,25.0,0.15,22.81,12.98,9.83,0.431
SALE008084,2024-06-02,CUST07564,PROD007,Asia,1,59.0,0.05,53.14,30.58,22.56,0.4245
SALE008085,2025-03-11,CUST08101,PROD009,Europe,3,549.0,0.0,1559.85,880.53,679.32,0.4355
SALE008086,2025-12-13,CUST07645,PROD020,North America,3,75.0,0.05,244.81,147.43,97.38,0.3978
SALE008087,2025-02-24,CUST03054,PROD003,North America,2,499.0,0.1,1031.99,772.47,259.52,0.2515
SALE008088,2024-07-24,CUST07660,PROD015,North America,5,699.0,0.05,4253.54,3134.86,1118.68,0.263
SALE008089,2025-05-04,CUST01838,PROD002,Asia,10,149.0,0.0,1397.88,1030.21,367.67,0.263
SALE008090,2025-11-22,CUST00029,PROD019,Europe,1,25.0,0.1,27.99,18.34,9.65,0.3448
SALE008091,2025-04-19,CUST06799,PROD006,North America,1,599.0,0.05,569.94,305.71,264.23,0.4636
SALE008092,2025-02-21,CUST07011,PROD007,Europe,1,59.0,0.0,68.42,44.71,23.71,0.3465
SALE008093,2025-03-24,CUST07972,PROD016,Europe,10,29.0,0.0,280.28,186.3,93.98,0.3353
SALE008094,2024-02-21,CUST06575,PROD005,Asia,1,199.0,0.0,240.58,132.35,108.23,0.4499
SALE008095,2024-01-18,CUST04904,PROD002,South America,2,149.0,0.0,292.22,152.59,139.63,0.4778
SALE008096,2025-03-10,CUST04013,PROD002,Oceania,1,149.0,0.2,142.0,87.31,54.69,0.3851
SALE008097,2024-12-15,CUST07066,PROD019,South America,1,25.0,0.0,21.74,12.65,9.09,0.4181
SALE008098,2025-12-21,CUST09987,PROD012,South America,2,449.0,0.0,1058.38,739.55,318.83,0.3012
SALE008099,2024-12-14,CUST04202,PROD020,South America,3,75.0,0.2,180.93,114.67,66.26,0.3662
SALE008100,2025-09-05,CUST04489,PROD017,Asia,5,99.0,0.15,365.95,243.54,122.41,0.3345
SALE008101,2025-04-26,CUST02438,PROD008,North America,2,179.0,0.1,369.84,248.54,121.3,0.328
SALE008102,2024-08-09,CUST00703,PROD020,Europe,2,75.0,0.1,144.48,108.35,36.13,0.2501
SALE008103,2025-09-22,CUST07185,PROD017,Europe,5,99.0,0.1,897.07,512.65,384.42,0.4285
SALE008104,2024-03-10,CUST00597,PROD005,North America,1,199.0,0.0,213.58,129.56,84.02,0.3934
SALE008105,2025-05-23,CUST00619,PROD004,Europe,3,79.0,0.1,240.41,156.72,83.69,0.3481
SALE008106,2024-12-02,CUST04260,PROD002,Asia,1,149.0,0.0,167.95,95.88,72.07,0.4291
SALE008107,2025-06-12,CUST06540,PROD002,North America,1,149.0,0.05,164.02,98.51,65.51,0.3994
SALE008108,2024-03-13,CUST06160,PROD009,Oceania,1,549.0,0.05,480.48,263.43,217.05,0.4517
SALE008109,2024-05-27,CUST09871,PROD009,Europe,2,549.0,0.1,1053.31,654.4,398.91,0.3787
SALE008110,2024-08-05,CUST09991,PROD008,Asia,5,179.0,0.15,1417.13,923.48,493.65,0.3483
SALE008111,2025-02-17,CUST03712,PROD002,North America,1,149.0,0.05,148.46,103.91,44.55,0.3001
SALE008112,2025-11-02,CUST04356,PROD013,North America,3,89.0,0.05,263.84,136.89,126.95,0.4812
SALE008113,2025-10-25,CUST03129,PROD002,North America,5,149.0,0.1,1332.57,891.04,441.53,0.3313
SALE008114,2025-04-22,CUST05734,PROD012,South America,1,449.0,0.1,455.44,322.45,132.99,0.292
SALE008115,2024-03-24,CUST06040,PROD003,Asia,1,499.0,0.0,572.38,316.73,255.65,0.4466
SALE008116,2025-07-26,CUST08432,PROD012,Europe,2,449.0,0.05,899.79,541.49,358.3,0.3982
SALE008117,2025-09-12,CUST03471,PROD006,Asia,1,599.0,0.05,517.49,316.06,201.43,0.3892
SALE008118,2025-01-30,CUST07098,PROD020,Asia,2,75.0,0.1,246.79,181.74,65.05,0.2636
SALE008119,2024-02-18,CUST01233,PROD003,Europe,5,499.0,0.1,2088.43,1280.99,807.44,0.3866
SALE008120,2024-05-02,CUST09111,PROD017,Oceania,5,99.0,0.05,476.8,329.63,147.17,0.3087
SALE008121,2025-08-12,CUST01045,PROD012,Europe,2,449.0,0.1,1014.85,659.23,355.62,0.3504
SALE008122,2024-04-19,CUST06394,PROD010,Europe,1,39.0,0.1,37.69,21.85,15.84,0.4203
SALE008123,2024-09-04,CUST01426,PROD017,Asia,2,99.0,0.1,156.75,104.87,51.88,0.331
SALE008124,2025-07-13,CUST09380,PROD004,Europe,1,79.0,0.0,87.85,59.66,28.19,0.3209
SALE008125,2024-04-21,CUST08550,PROD018,North America,1,399.0,0.0,472.89,237.41,235.48,0.498
SALE008126,2024-11-09,CUST06412,PROD017,North America,3,99.0,0.05,393.53,211.58,181.95,0.4624
SALE008127,2025-05-15,CUST04187,PROD018,Europe,1,399.0,0.0,658.87,511.0,147.87,0.2244
SALE008128,2024-12-31,CUST01281,PROD002,Asia,1,149.0,0.05,271.92,141.29,130.63,0.4804
SALE008129,2025-10-02,CUST09665,PROD011,Europe,2,129.0,0.1,299.28,217.74,81.54,0.2725
SALE008130,2024-05-10,CUST03436,PROD008,North America,2,179.0,0.1,459.51,332.57,126.94,0.2763
SALE008131,2025-02-22,CUST01160,PROD005,North America,1,199.0,0.05,391.52,255.53,135.99,0.3473
SALE008132,2024-09-21,CUST04636,PROD007,Europe,1,59.0,0.05,72.7,53.98,18.72,0.2575
