customer_id,customer_name,country,region,customer_segment,signup_date,acquisition_channel
CUST01245,Customer 01245,Singapore,Asia,SMB,2024-08-08,Organic
CUST01246,Customer 01246,Thailand,Asia,SMB,2024-06-11,Social
CUST01247,Customer 01247,Canada,North America,SMB,2024-10-11,Referral
CUST01248,Customer 01248,United Kingdom,Europe,SMB,2024-06-18,Paid Search
CUST01249,Customer 01249,Chile,South America,SMB,2024-11-13,Referral
CUST01250,Customer 01250,Australia,Oceania,Mid-Market,2025-02-07,Paid Search
CUST01251,Customer 01251,Germany,Europe,SMB,2024-07-18,Organic
CUST01252,Customer 01252,Italy,Europe,Mid-Market,2024-01-23,Paid Search
CUST01253,Customer 01253,Italy,Europe,SMB,2024-03-15,Organic
CUST01254,Customer 01254,United States,North America,SMB,2024-10-31,Referral
CUST01255,Customer 01255,Italy,Europe,SMB,2024-05-09,Partner
CUST01256,Customer 01256,Brazil,South America,SMB,2025-08-07,Organic
CUST01257,Customer 01257,United States,North America,Mid-Market,2024-04-30,Referral
CUST01258,Customer 01258,Chile,South America,SMB,2024-01-20,Referral
CUST01259,Customer 01259,Canada,North America,Mid-Market,2025-03-28,Paid Search
CUST01260,Customer 01260,New Zealand,Oceania,Mid-Market,2025-04-01,Paid Search
CUST01261,Customer 01261,Italy,Europe,SMB,2025-05-06,Paid Search
CUST01262,Customer 01262,India,Asia,Enterprise,2024-04-25,Paid Search
CUST01263,Customer 01263,Thailand,Asia,Enterprise,2025-05-12,Paid Search
CUST01264,Customer 01264,Australia,Oceania,SMB,2025-09-22,Organic
CUST01265,Customer 01265,Mexico,North America,Enterprise,2025-03-18,Paid Search
CUST01266,Customer 01266,Chile,South America,SMB,2024-10-12,Partner
CUST01267,Customer 01267,France,Europe,Mid-Market,2024-12-17,Paid Search
CUST01268,Customer 01268,New Zealand,Oceania,SMB,2025-08-16,Social
CUST01269,Customer 01269,India,Asia,Mid-Market,2024-04-14,Organic
CUST01270,Customer 01270,South Korea,Asia,Mid-Market,2025-06-13,Paid Search
CUST01271,Customer 01271,Australia,Oceania,Enterprise,2024-07-16,Referral
CUST01272,Customer 01272,India,Asia,Enterprise,2025-10-03,Paid Search
CUST01273,Customer 01273,South Korea,Asia,SMB,2024-04-12,Social
CUST01274,Customer 01274,Mexico,North America,Mid-Market,2025-01-12,Paid Search
CUST01275,Customer 01275,Germany,Europe,SMB,2024-10-19,Paid Search
CUST01276,Customer 01276,Thailand,Asia,SMB,2024-12-21,Referral
CUST01277,Customer 01277,Spain,Europe,SMB,2024-10-06,Referral
CUST01278,Customer 01278,United Kingdom,Europe,Enterprise,2024-01-28,Partner
CUST01279,Customer 01279,Chile,South America,Mid-Market,2025-09-19,Partner
CUST01280,Customer 01280,United States,North America,SMB,2025-01-25,Organic
CUST01281,Customer 01281,South Korea,Asia,Enterprise,2025-03-14,Partner
CUST01282,Customer 01282,South Korea,Asia,Mid-Market,2025-01-16,Referral
CUST01283,Customer 01283,Singapore,Asia,SMB,2025-01-21,Referral
CUST01284,Customer 01284,Mexico,North America,SMB,2025-03-19,Paid Search
CUST01285,Customer 01285,New Zealand,Oceania,Mid-Market,2024-11-02,Social
CUST01286,Customer 01286,New Zealand,Oceania,Mid-Market,2024-04-05,Referral
CUST01287,Customer 01287,Singapore,Asia,SMB,2024-01-22,Organic
CUST01288,Customer 01288,Thailand,Asia,SMB,2025-01-29,Paid Search
CUST01289,Customer 01289,Singapore,Asia,SMB,2024-05-16,Referral
CUST01290,Customer 01290,Canada,North America,SMB,2024-11-27,Social
CUST01291,Customer 01291,India,Asia,SMB,2025-03-18,Paid Search
CUST01292,Customer 01292,United States,North America,SMB,2025-03-11,Partner
CUST01293,Customer 01293,Mexico,North America,SMB,2024-05-03,Paid Search
CUST01294,Customer 01294,Singapore,Asia,Mid-Market,2025-04-27,Paid Search
CUST01295,Customer 01295,Singapore,Asia,SMB,2025-11-18,Referral
CUST01296,Customer 01296,Thailand,Asia,SMB,2024-09-21,Organic
CUST01297,Customer 01297,France,Europe,SMB,2024-03-27,Organic
CUST01298,Customer 01298,France,Europe,Enterprise,2025-01-03,Referral
CUST01299,Customer 01299,United States,North America,SMB,2025-03-26,Organic
CUST01300,Customer 01300,Japan,Asia,SMB,2024-10-15,Organic
CUST01301,Customer 01301,United Kingdom,Europe,SMB,2025-03-14,Organic
CUST01302,Customer 01302,Mexico,North America,Mid-Market,2025-07-13,Organic
CUST01303,Customer 01303,United States,North America,SMB,2025-02-26,Organic
CUST01304,Customer 01304,Singapore,Asia,SMB,2025-08-05,Paid Search
CUST01305,Customer 01305,Brazil,South America,Enterprise,2024-04-16,Social
CUST01306,Customer 01306,New Zealand,Oceania,Mid-Market,2024-08-02,Referral
CUST01307,Customer 01307,Canada,North America,SMB,2025-02-09,Referral
CUST01308,Customer 01308,United States,North America,SMB,2024-07-08,Organic
CUST01309,Customer 01309,Italy,Europe,Enterprise,2025-12-27,Organic
CUST01310,Customer 01310,Australia,Oceania,Enterprise,2025-05-10,Partner
CUST01311,Customer 01311,Thailand,Asia,Mid-Market,2024-10-28,Referral
CUST01312,Customer 01312,Australia,Oceania,Mid-Market,2025-07-19,Partner
CUST01313,Customer 01313,Mexico,North America,Enterprise,2025-12-19,Paid Search
CUST01314,Customer 01314,Italy,Europe,Enterprise,2024-01-08,Referral
CUST01315,Customer 01315,Germany,Europe,SMB,2025-02-11,Paid Search
CUST01316,Customer 01316,Mexico,North America,Enterprise,2024-11-08,Organic
CUST01317,Customer 01317,Mexico,North America,Mid-Market,2025-07-05,Partner
CUST01318,Customer 01318,United Kingdom,Europe,Mid-Market,2024-08-12,Paid Search
CUST01319,Customer 01319,United States,North America,SMB,2024-08-25,Paid Search
CUST01320,Customer 01320,Argentina,South America,SMB,2025-07-14,Organic
CUST01321,Customer 01321,South Korea,Asia,Mid-Market,2025-10-13,Referral
CUST01322,Customer 01322,India,Asia,Mid-Market,2024-04-14,Partner
CUST01323,Customer 01323,France,Europe,SMB,2025-03-25,Paid Search
CUST01324,Customer 01324,Mexico,North America,Mid-Market,2025-07-22,Social
CUST01325,Customer 01325,Singapore,Asia,SMB,2024-04-30,Organic
CUST01326,Customer 01326,Chile,South America,SMB,2025-04-28,Partner
CUST01327,Customer 01327,Japan,Asia,Mid-Market,2025-12-17,Referral
CUST01328,Customer 01328,Mexico,North America,Mid-Market,2025-09-08,Social
CUST01329,Customer 01329,Singapore,Asia,SMB,2024-05-22,Referral
CUST01330,Customer 01330,France,Europe,SMB,2025-12-24,Paid Search
CUST01331,Customer 01331,Mexico,North America,SMB,2024-09-18,Paid Search
CUST01332,Customer 01332,South Korea,Asia,Mid-Market,2024-12-14,Partner
CUST01333,Customer 01333,Canada,North America,Enterprise,2024-08-01,Partner
CUST01334,Customer 01334,Australia,Oceania,Mid-Market,2025-05-26,Referral
CUST01335,Customer 01335,New Zealand,Oceania,Mid-Market,2024-04-01,Referral
CUST01336,Customer 01336,Brazil,South America,SMB,2025-06-02,Paid Search
CUST01337,Customer 01337,Germany,Europe,SMB,2024-02-10,Organic
CUST01338,Customer 01338,United States,North America,Enterprise,2025-09-09,Organic
CUST01339,Customer 01339,Argentina,South America,SMB,2024-08-26,Referral
CUST01340,Customer 01340,India,Asia,SMB,2025-01-13,Referral
CUST01341,Customer 01341,Italy,Europe,SMB,2024-06-15,Referral
CUST01342,Customer 01342,Brazil,South America,Mid-Market,2024-03-19,Referral
CUST01343,Customer 01343,South Korea,Asia,SMB,2024-01-18,Paid Search
CUST01344,Customer 01344,Mexico,North America,SMB,2025-12-16,Organic
CUST01345,Customer 01345,New Zealand,Oceania,Mid-Market,2024-04-09,Organic
CUST01346,Customer 01346,United States,North America,SMB,2024-02-11,Organic
CUST01347,Customer 01347,India,Asia,SMB,2025-01-10,Referral
CUST01348,Customer 01348,South Korea,Asia,Mid-Market,2025-12-04,Partner
CUST01349,Customer 01349,Singapore,Asia,Enterprise,2024-03-01,Social
CUST01350,Customer 01350,Spain,Europe,SMB,2024-07-05,Organic
CUST01351,Customer 01351,United States,North America,SMB,2025-02-10,Partner
CUST01352,Customer 01352,Argentina,South America,SMB,2024-12-26,Referral
CUST01353,Customer 01353,India,Asia,SMB,2024-04-16,Paid Search
CUST01354,Customer 01354,Singapore,Asia,Enterprise,2025-11-25,Referral
CUST01355,Customer 01355,Brazil,South America,Mid-Market,2024-09-18,Social
CUST01356,Customer 01356,Italy,Europe,SMB,2025-05-09,Paid Search
CUST01357,Customer 01357,Canada,North America,Mid-Market,2024-11-30,Referral
CUST01358,Customer 01358,India,Asia,SMB,2025-03-04,Organic
CUST01359,Customer 01359,Canada,North America,SMB,2025-10-23,Organic
CUST01360,Customer 01360,United Kingdom,Europe,Enterprise,2024-08-26,Organic
CUST01361,Customer 01361,Mexico,North America,SMB,2025-08-18,Organic
CUST01362,Customer 01362,Singapore,Asia,SMB,2024-08-01,Referral
CUST01363,Customer 01363,Canada,North America,Enterprise,2024-08-19,Organic
CUST01364,Customer 01364,Spain,Europe,SMB,2024-01-24,Referral
CUST01365,Customer 01365,Singapore,Asia,SMB,2024-09-10,Partner
CUST01366,Customer 01366,Mexico,North America,SMB,2025-03-04,Partner
CUST01367,Customer 01367,Spain,Europe,SMB,2025-04-12,Organic
CUST01368,Customer 01368,Spain,Europe,SMB,2024-11-10,Organic
CUST01369,Customer 01369,Spain,Europe,SMB,2024-09-17,Paid Search
CUST01370,Customer 01370,South Korea,Asia,SMB,2024-06-12,Organic
CUST01371,Customer 01371,United Kingdom,Europe,SMB,2025-10-22,Paid Search
CUST01372,Customer 01372,New Zealand,Oceania,Mid-Market,2024-10-07,Referral
CUST01373,Customer 01373,Japan,Asia,Enterprise,2024-08-11,Referral
CUST01374,Customer 01374,Chile,South America,Mid-Market,2025-11-18,Organic
CUST01375,Customer 01375,New Zealand,Oceania,Mid-Market,2025-04-10,Organic
CUST01376,Customer 01376,Spain,Europe,Mid-Market,2025-09-12,Partner
CUST01377,Customer 01377,Mexico,North America,SMB,2024-10-11,Social
CUST01378,Customer 01378,Argentina,South America,SMB,2024-11-10,Referral
CUST01379,Customer 01379,United States,North America,SMB,2025-06-17,Referral
CUST01380,Customer 01380,Thailand,Asia,SMB,2025-12-17,Referral
CUST01381,Customer 01381,South Korea,Asia,Enterprise,2025-07-30,Organic
CUST01382,Customer 01382,Spain,Europe,SMB,2024-12-03,Partner
CUST01383,Customer 01383,Canada,North America,Enterprise,2025-03-13,Organic
CUST01384,Customer 01384,New Zealand,Oceania,SMB,2024-09-12,Referral
CUST01385,Customer 01385,Australia,Oceania,SMB,2024-11-29,Organic
CUST01386,Customer 01386,Germany,Europe,SMB,2024-10-10,Referral
CUST01387,Customer 01387,Mexico,North America,SMB,2024-03-13,Partner
CUST01388,Customer 01388,Japan,Asia,SMB,2025-10-01,Referral
CUST01389,Customer 01389,Australia,Oceania,Mid-Market,2024-04-10,Paid Search
CUST01390,Customer 01390,Italy,Europe,SMB,2024-07-14,Referral
CUST01391,Customer 01391,New Zealand,Oceania,Mid-Market,2024-07-04,Referral
CUST01392,Customer 01392,Brazil,South America,Enterprise,2024-06-11,Referral
CUST01393,Customer 01393,United Kingdom,Europe,SMB,2024-12-29,Paid Search
CUST01394,Customer 01394,United Kingdom,Europe,Enterprise,2025-12-03,Paid Search
CUST01395,Customer 01395,Brazil,South America,SMB,2024-08-28,Referral
CUST01396,Customer 01396,Italy,Europe,SMB,2025-06-20,Organic
CUST01397,Customer 01397,Canada,North America,SMB,2025-06-19,Referral
CUST01398,Customer 01398,New Zealand,Oceania,Mid-Market,2025-07-12,Organic
CUST01399,Customer 01399,United States,North America,SMB,2025-03-31,Referral
CUST01400,Customer 01400,Thailand,Asia,Mid-Market,2025-06-25,Paid Search
CUST01401,Customer 01401,India,Asia,Enterprise,2025-07-10,Partner
CUST01402,Customer 01402,Italy,Europe,SMB,2025-05-14,Organic
CUST01403,Customer 01403,New Zealand,Oceania,Mid-Market,2025-02-12,Paid Search
CUST01404,Customer 01404,Singapore,Asia,Mid-Market,2024-03-07,Organic
CUST01405,Customer 01405,France,Europe,SMB,2025-01-06,Partner
CUST01406,Customer 01406,India,Asia,SMB,2025-07-04,Organic
CUST01407,Customer 01407,Australia,Oceania,SMB,2024-09-06,Paid Search
CUST01408,Customer 01408,Italy,Europe,SMB,2024-06-30,Organic
CUST01409,Customer 01409,Chile,South America,Mid-Market,2025-03-10,Partner
CUST01410,Customer 01410,United States,North America,SMB,2024-04-06,Organic
CUST01411,Customer 01411,Brazil,South America,SMB,2025-06-09,Referral
CUST01412,Customer 01412,New Zealand,Oceania,Mid-Market,2025-12-19,Organic
CUST01413,Customer 01413,Argentina,South America,Mid-Market,2024-12-19,Paid Search
CUST01414,Customer 01414,New Zealand,Oceania,Enterprise,2024-01-21,Organic
CUST01415,Customer 01415,Italy,Europe,SMB,2024-07-17,Referral
CUST01416,Customer 01416,Canada,North America,Mid-Market,2024-01-24,Organic
CUST01417,Customer 01417,Canada,North America,SMB,2024-12-01,Social
CUST01418,Customer 01418,Canada,North America,Mid-Market,2024-08-14,Paid Search
CUST01419,Customer 01419,Argentina,South America,SMB,2025-07-19,Referral
CUST01420,Customer 01420,New Zealand,Oceania,SMB,2025-09-09,Organic
CUST01421,Customer 01421,United States,North America,Enterprise,2024-11-13,Organic
CUST01422,Customer 01422,Thailand,Asia,Mid-Market,2025-12-15,Partner
CUST01423,Customer 01423,Thailand,Asia,Mid-Market,2024-11-24,Partner
CUST01424,Customer 01424,Singapore,Asia,SMB,2024-03-27,Referral
CUST01425,Customer 01425,Singapore,Asia,Mid-Market,2025-10-25,Partner
CUST01426,Customer 01426,Singapore,Asia,SMB,2024-10-16,Organic
CUST01427,Customer 01427,Spain,Europe,SMB,2025-10-09,Social
CUST01428,Customer 01428,Germany,Europe,SMB,2025-06-20,Paid Search
CUST01429,Customer 01429,Canada,North America,SMB,2025-11-17,Partner
CUST01430,Customer 01430,South Korea,Asia,SMB,2025-04-16,Referral
CUST01431,Customer 01431,New Zealand,Oceania,Mid-Market,2025-03-09,Organic
CUST01432,Customer 01432,United States,North America,SMB,2024-06-19,Referral
CUST01433,Customer 01433,Germany,Europe,Mid-Market,2024-07-23,Social
CUST01434,Customer 01434,United Kingdom,Europe,Enterprise,2024-08-28,Organic
CUST01435,Customer 01435,Italy,Europe,SMB,2024-08-14,Paid Search
CUST01436,Customer 01436,New Zealand,Oceania,Mid-Market,2025-03-10,Referral
CUST01437,Customer 01437,Germany,Europe,SMB,2025-09-28,Paid Search
CUST01438,Customer 01438,United States,North America,Enterprise,2024-01-26,Paid Search
CUST01439,Customer 01439,Australia,Oceania,SMB,2025-03-28,Referral
CUST01440,Customer 01440,New Zealand,Oceania,SMB,2025-07-08,Social
CUST01441,Customer 01441,Germany,Europe,SMB,2024-11-20,Paid Search
CUST01442,Customer 01442,Germany,Europe,Enterprise,2024-07-20,Social
CUST01443,Customer 01443,United Kingdom,Europe,SMB,2024-11-12,Organic
CUST01444,Customer 01444,France,Europe,Mid-Market,2025-08-28,Organic
CUST01445,Customer 01445,Italy,Europe,SMB,2025-10-30,Organic
CUST01446,Customer 01446,United States,North America,Mid-Market,2025-05-14,Paid Search
CUST01447,Customer 01447,New Zealand,Oceania,SMB,2024-12-20,Referral
CUST01448,Customer 01448,United States,North America,SMB,2025-04-16,Organic
CUST01449,Customer 01449,Canada,North America,SMB,2025-05-09,Paid Search
CUST01450,Customer 01450,Spain,Europe,SMB,2025-07-14,Referral
CUST01451,Customer 01451,Argentina,South America,Mid-Market,2024-04-15,Referral
CUST01452,Customer 01452,Mexico,North America,Mid-Market,2024-02-24,Referral
CUST01453,Customer 01453,Brazil,South America,SMB,2024-09-09,Referral
CUST01454,Customer 01454,New Zealand,Oceania,SMB,2024-07-09,Social
CUST01455,Customer 01455,India,Asia,SMB,2025-03-25,Referral
CUST01456,Customer 01456,Italy,Europe,Mid-Market,2025-01-16,Social
CUST01457,Customer 01457,France,Europe,Mid-Market,2025-11-02,Social
CUST01458,Customer 01458,South Korea,Asia,Enterprise,2025-07-22,Partner
CUST01459,Customer 01459,Australia,Oceania,Enterprise,2024-04-17,Organic
CUST01460,Customer 01460,Thailand,Asia,SMB,2025-09-12,Paid Search
CUST01461,Customer 01461,Canada,North America,SMB,2025-07-17,Paid Search
CUST01462,Customer 01462,Canada,North America,Enterprise,2024-10-06,Organic
CUST01463,Customer 01463,United Kingdom,Europe,SMB,2024-02-12,Referral
CUST01464,Customer 01464,India,Asia,SMB,2025-08-03,Organic
CUST01465,Customer 01465,United States,North America,SMB,2024-05-21,Referral
CUST01466,Customer 01466,Mexico,North America,Mid-Market,2024-06-10,Partner
CUST01467,Customer 01467,Thailand,Asia,Mid-Market,2024-12-09,Paid Search
CUST01468,Customer 01468,Spain,Europe,Enterprise,2024-03-01,Social
CUST01469,Customer 01469,Canada,North America,SMB,2024-10-18,Partner
CUST01470,Customer 01470,France,Europe,SMB,2024-06-29,Partner
CUST01471,Customer 01471,Australia,Oceania,SMB,2024-02-08,Organic
CUST01472,Customer 01472,United Kingdom,Europe,Mid-Market,2025-10-22,Social
CUST01473,Customer 01473,France,Europe,SMB,2024-07-09,Organic
CUST01474,Customer 01474,Japan,Asia,Enterprise,2025-02-01,Partner
CUST01475,Customer 01475,Mexico,North America,SMB,2025-08-20,Organic
CUST01476,Customer 01476,Canada,North America,Mid-Market,2024-12-17,Organic
CUST01477,Customer 01477,India,Asia,Mid-Market,2024-08-02,Paid Search
CUST01478,Customer 01478,New Zealand,Oceania,SMB,2025-06-27,Referral
CUST01479,Customer 01479,South Korea,Asia,Mid-Market,2025-05-20,Partner
CUST01480,Customer 01480,Japan,Asia,SMB,2024-01-08,Referral
CUST01481,Customer 01481,South Korea,Asia,Mid-Market,2025-08-21,Referral
CUST01482,Customer 01482,Spain,Europe,Mid-Market,2024-03-27,Organic
CUST01483,Customer 01483,Mexico,North America,Mid-Market,2025-06-23,Social
CUST01484,Customer 01484,Italy,Europe,SMB,2024-03-13,Paid Search
CUST01485,Customer 01485,Canada,North America,Enterprise,2024-02-17,Social
CUST01486,Customer 01486,Germany,Europe,Enterprise,2024-03-29,Partner
CUST01487,Customer 01487,New Zealand,Oceania,Mid-Market,2025-06-25,Paid Search
CUST01488,Customer 01488,Thailand,Asia,Enterprise,2024-11-27,Paid Search
CUST01489,Customer 01489,Chile,South America,SMB,2025-03-15,Referral
CUST01490,Customer 01490,South Korea,Asia,SMB,2024-07-24,Social
CUST01491,Customer 01491,Spain,Europe,SMB,2024-03-28,Referral
CUST01492,Customer 01492,Argentina,South America,SMB,2025-07-28,Partner
CUST01493,Customer 01493,United States,North America,SMB,2025-08-31,Social
CUST01494,Customer 01494,Canada,North America,Mid-Market,2025-09-05,Paid Search
CUST01495,Customer 01495,Japan,Asia,SMB,2024-02-17,Paid Search
CUST01496,Customer 01496,Mexico,North America,SMB,2025-11-07,Referral
CUST01497,Customer 01497,Chile,South America,Mid-Market,2025-01-31,Organic
CUST01498,Customer 01498,Canada,North America,Mid-Market,2024-05-23,Partner
CUST01499,Customer 01499,Japan,Asia,Enterprise,2024-05-25,Organic
CUST01500,Customer 01500,United States,North America,SMB,2025-01-02,Referral
CUST01501,Customer 01501,United States,North America,Mid-Market,2025-03-17,Paid Search
CUST01502,Customer 01502,Australia,Oceania,SMB,2024-02-05,Partner
CUST01503,Customer 01503,Japan,Asia,SMB,2024-12-28,Paid Search
CUST01504,Customer 01504,Japan,Asia,Mid-Market,2024-06-24,Referral
CUST01505,Customer 01505,Chile,South America,SMB,2025-11-01,Organic
CUST01506,Customer 01506,Mexico,North America,Mid-Market,2025-03-25,Partner
CUST01507,Customer 01507,Canada,North America,SMB,2024-09-28,Paid Search
CUST01508,Customer 01508,India,Asia,SMB,2024-11-04,Referral
CUST01509,Customer 01509,Spain,Europe,SMB,2025-09-04,Partner
CUST01510,Customer 01510,Canada,North America,SMB,2025-05-19,Paid Search
CUST01511,Customer 01511,United Kingdom,Europe,SMB,2024-10-10,Organic
CUST01512,Customer 01512,United Kingdom,Europe,SMB,2025-09-05,Organic
CUST01513,Customer 01513,Canada,North America,SMB,2025-03-30,Referral
CUST01514,Customer 01514,Mexico,North America,Mid-Market,2024-02-13,Organic
CUST01515,Customer 01515,Chile,South America,SMB,2025-04-05,Paid Search
CUST01516,Customer 01516,Singapore,Asia,Mid-Market,2025-11-17,Organic
CUST01517,Customer 01517,Italy,Europe,Mid-Market,2025-09-23,Paid Search
CUST01518,Customer 01518,New Zealand,Oceania,SMB,2024-01-31,Paid Search
CUST01519,Customer 01519,France,Europe,SMB,2025-10-06,Paid Search
CUST01520,Customer 01520,Spain,Europe,Mid-Market,2025-12-18,Referral
CUST01521,Customer 01521,South Korea,Asia,Enterprise,2024-04-28,Referral
CUST01522,Customer 01522,United States,North America,SMB,2025-04-11,Paid Search
CUST01523,Customer 01523,Chile,South America,Mid-Market,2025-07-05,Social
CUST01524,Customer 01524,Mexico,North America,SMB,2024-02-01,Paid Search
CUST01525,Customer 01525,Canada,North America,SMB,2025-08-28,Partner
CUST01526,Customer 01526,France,Europe,SMB,2024-10-14,Referral
CUST01527,Customer 01527,Thailand,Asia,SMB,2024-08-06,Paid Search
CUST01528,Customer 01528,Thailand,Asia,SMB,2024-07-07,Referral
CUST01529,Customer 01529,Germany,Europe,SMB,2025-01-04,Organic
CUST01530,Customer 01530,South Korea,Asia,SMB,2025-08-06,Social
CUST01531,Customer 01531,India,Asia,Mid-Market,2025-08-23,Referral
CUST01532,Customer 01532,France,Europe,SMB,2024-06-13,Organic
CUST01533,Customer 01533,Canada,North America,Mid-Market,2025-08-27,Paid Search
CUST01534,Customer 01534,United States,North America,Enterprise,2025-08-26,Referral
CUST01535,Customer 01535,United Kingdom,Europe,SMB,2024-02-14,Organic
CUST01536,Customer 01536,Singapore,Asia,SMB,2024-08-16,Organic
CUST01537,Customer 01537,Canada,North America,SMB,2024-01-11,Social
CUST01538,Customer 01538,Mexico,North America,Enterprise,2025-12-24,Paid Search
CUST01539,Customer 01539,Brazil,South America,SMB,2024-12-11,Organic
CUST01540,Customer 01540,South Korea,Asia,SMB,2024-07-16,Organic
CUST01541,Customer 01541,Brazil,South America,Enterprise,2025-10-15,Referral
CUST01542,Customer 01542,Germany,Europe,SMB,2025-05-15,Referral
CUST01543,Customer 01543,Singapore,Asia,SMB,2025-11-18,Referral
CUST01544,Customer 01544,France,Europe,Enterprise,2025-08-07,Social
CUST01545,Customer 01545,India,Asia,Enterprise,2025-11-29,Organic
CUST01546,Customer 01546,Singapore,Asia,SMB,2024-06-07,Organic
CUST01547,Customer 01547,Spain,Europe,SMB,2024-05-29,Organic
CUST01548,Customer 01548,Canada,North America,SMB,2024-02-25,Paid Search
CUST01549,Customer 01549,South Korea,Asia,SMB,2024-09-07,Organic
CUST01550,Customer 01550,India,Asia,SMB,2025-02-06,Paid Search
CUST01551,Customer 01551,Germany,Europe,SMB,2025-02-17,Partner
CUST01552,Customer 01552,Japan,Asia,Mid-Market,2025-05-09,Organic
CUST01553,Customer 01553,South Korea,Asia,Mid-Market,2025-06-19,Social
CUST01554,Customer 01554,Thailand,Asia,Enterprise,2025-08-20,Social
CUST01555,Customer 01555,Germany,Europe,Mid-Market,2025-01-15,Paid Search
CUST01556,Customer 01556,Canada,North America,SMB,2024-07-18,Partner
CUST01557,Customer 01557,Australia,Oceania,SMB,2024-11-17,Referral
CUST01558,Customer 01558,South Korea,Asia,SMB,2025-09-29,Paid Search
CUST01559,Customer 01559,United States,North America,SMB,2025-08-19,Referral
CUST01560,Customer 01560,Argentina,South America,SMB,2025-10-31,Organic
CUST01561,Customer 01561,New Zealand,Oceania,Mid-Market,2025-01-29,Paid Search
CUST01562,Customer 01562,Canada,North America,SMB,2025-07-23,Partner
CUST01563,Customer 01563,Chile,South America,SMB,2024-10-28,Referral
CUST01564,Customer 01564,New Zealand,Oceania,SMB,2024-01-06,Paid Search
CUST01565,Customer 01565,Canada,North America,Enterprise,2025-06-27,Referral
CUST01566,Customer 01566,Japan,Asia,Mid-Market,2024-03-04,Social
CUST01567,Customer 01567,Spain,Europe,SMB,2025-04-09,Organic
CUST01568,Customer 01568,France,Europe,SMB,2025-12-30,Paid Search
CUST01569,Customer 01569,Thailand,Asia,Enterprise,2024-01-19,Organic
CUST01570,Customer 01570,Thailand,Asia,SMB,2025-06-20,Social
CUST01571,Customer 01571,Singapore,Asia,Mid-Market,2025-09-26,Paid Search
CUST01572,Customer 01572,Mexico,North America,Mid-Market,2025-04-03,Organic
CUST01573,Customer 01573,Mexico,North America,Mid-Market,2025-05-19,Referral
CUST01574,Customer 01574,Chile,South America,SMB,2025-10-20,Paid Search
CUST01575,Customer 01575,Germany,Europe,Enterprise,2025-07-22,Organic
CUST01576,Customer 01576,Germany,Europe,SMB,2024-01-29,Partner
CUST01577,Customer 01577,United States,North America,SMB,2025-07-19,Referral
CUST01578,Customer 01578,Brazil,South America,SMB,2025-07-07,Organic
CUST01579,Customer 01579,New Zealand,Oceania,SMB,2024-06-15,Social
CUST01580,Customer 01580,Brazil,South America,SMB,2025-04-23,Organic
CUST01581,Customer 01581,Brazil,South America,Mid-Market,2025-09-07,Organic
CUST01582,Customer 01582,Thailand,Asia,Enterprise,2025-09-12,Paid Search
CUST01583,Customer 01583,Japan,Asia,SMB,2025-09-28,Organic
CUST01584,Customer 01584,Thailand,Asia,Mid-Market,2025-07-22,Referral
CUST01585,Customer 01585,Mexico,North America,Enterprise,2024-03-30,Paid Search
CUST01586,Customer 01586,New Zealand,Oceania,SMB,2024-12-20,Organic
CUST01587,Customer 01587,Thailand,Asia,Mid-Market,2024-06-19,Social
CUST01588,Customer 01588,Mexico,North America,Enterprise,2024-02-21,Paid Search
CUST01589,Customer 01589,India,Asia,Mid-Market,2024-07-11,Paid Search
CUST01590,Customer 01590,Germany,Europe,SMB,2025-10-26,Organic
CUST01591,Customer 01591,France,Europe,Enterprise,2025-03-13,Partner
CUST01592,Customer 01592,United Kingdom,Europe,Mid-Market,2025-07-12,Organic
CUST01593,Customer 01593,New Zealand,Oceania,SMB,2025-01-02,Organic
CUST01594,Customer 01594,India,Asia,SMB,2024-09-17,Partner
CUST01595,Customer 01595,Brazil,South America,SMB,2024-12-18,Organic
CUST01596,Customer 01596,United States,North America,SMB,2025-12-20,Partner
CUST01597,Customer 01597,France,Europe,SMB,2024-07-28,Referral
CUST01598,Customer 01598,Spain,Europe,SMB,2024-08-15,Partner
CUST01599,Customer 01599,Argentina,South America,Mid-Market,2025-09-11,Organic
CUST01600,Customer 01600,Thailand,Asia,Mid-Market,2024-09-27,Social
CUST01601,Customer 01601,Australia,Oceania,SMB,2025-10-22,Organic
CUST01602,Customer 01602,Germany,Europe,SMB,2025-12-13,Organic
CUST01603,Customer 01603,Mexico,North America,SMB,2024-02-18,Partner
CUST01604,Customer 01604,Brazil,South America,SMB,2025-05-03,Organic
CUST01605,Customer 01605,Germany,Europe,Mid-Market,2024-03-09,Paid Search
CUST01606,Customer 01606,Singapore,Asia,SMB,2025-10-04,Referral
CUST01607,Customer 01607,Australia,Oceania,Enterprise,2024-03-25,Organic
CUST01608,Customer 01608,India,Asia,SMB,2025-10-10,Organic
CUST01609,Customer 01609,Singapore,Asia,SMB,2025-07-16,Paid Search
CUST01610,Customer 01610,Singapore,Asia,Enterprise,2025-01-27,Paid Search
CUST01611,Customer 01611,Singapore,Asia,SMB,2024-05-31,Referral
CUST01612,Customer 01612,Canada,North America,SMB,2024-07-14,Referral
CUST01613,Customer 01613,United States,North America,SMB,2024-11-11,Paid Search
CUST01614,Customer 01614,Japan,Asia,Mid-Market,2025-09-11,Paid Search
CUST01615,Customer 01615,Argentina,South America,SMB,2025-10-18,Organic
