customer_id,purchase_count,last_purchase_date,churn_status
CUST02236,8,2025-08-03,Churned
CUST02237,3,2025-04-22,Churned
CUST02238,4,2025-10-14,Active
CUST02239,2,2025-10-14,Active
CUST02240,2,2025-12-16,Active
CUST02241,2,2025-10-06,Active
CUST02242,7,2025-01-23,Churned
CUST02243,6,2025-08-01,Churned
CUST02244,6,2025-11-21,Active
CUST02245,6,2025-12-02,Active
CUST02246,6,2025-09-28,Churned
CUST02247,4,2025-09-25,Churned
CUST02248,2,2024-05-14,Churned
CUST02249,4,2025-12-08,Active
CUST02250,7,2025-12-03,Active
CUST02251,3,2025-12-01,Active
CUST02252,5,2025-06-30,Churned
CUST02253,8,2025-12-02,Active
CUST02254,6,2025-03-30,Churned
CUST02255,10,2025-12-24,Active
CUST02256,6,2025-09-20,Churned
CUST02257,4,2025-04-21,Churned
CUST02258,3,2024-09-13,Churned
CUST02259,5,2025-10-27,Active
CUST02260,7,2025-11-21,Active
CUST02261,4,2025-03-02,Churned
CUST02262,0,,Active
CUST02263,6,2025-08-31,Churned
CUST02264,6,2025-11-09,Active
CUST02265,2,2025-08-21,Churned
CUST02266,4,2025-12-19,Active
CUST02267,2,2024-06-25,Churned
CUST02268,6,2025-06-02,Churned
CUST02269,8,2025-08-16,Churned
CUST02270,6,2025-08-31,Churned
CUST02271,8,2025-11-24,Active
CUST02272,7,2025-08-26,Churned
CUST02273,5,2025-03-28,Churned
CUST02274,5,2025-12-24,Active
CUST02275,7,2025-12-03,Active
CUST02276,7,2025-08-08,Churned
CUST02277,8,2025-09-15,Churned
CUST02278,1,2024-10-04,Churned
CUST02279,3,2025-12-11,Active
CUST02280,3,2025-05-28,Churned
CUST02281,7,2025-12-21,Active
CUST02282,4,2025-05-19,Churned
CUST02283,5,2025-12-29,Active
CUST02284,6,2025-12-29,Active
CUST02285,6,2025-09-30,Churned
CUST02286,1,2025-10-17,Active
CUST02287,4,2025-12-28,Active
CUST02288,1,2024-10-31,Churned
CUST02289,7,2025-09-19,Churned
CUST02290,3,2025-03-20,Churned
CUST02291,7,2025-12-25,Active
CUST02292,3,2025-12-02,Active
CUST02293,6,2025-07-06,Churned
CUST02294,7,2025-06-02,Churned
CUST02295,4,2025-05-16,Churned
CUST02296,5,2025-09-08,Churned
CUST02297,4,2025-07-30,Churned
CUST02298,4,2025-07-29,Churned
CUST02299,6,2025-08-10,Churned
CUST02300,5,2025-09-03,Churned
CUST02301,8,2025-08-27,Churned
CUST02302,7,2025-09-07,Churned
CUST02303,9,2025-11-08,Active
CUST02304,10,2025-12-15,Active
CUST02305,6,2025-11-08,Active
CUST02306,6,2025-12-13,Active
CUST02307,5,2025-09-21,Churned
CUST02308,4,2025-09-14,Churned
CUST02309,3,2025-01-18,Churned
CUST02310,3,2025-12-23,Active
CUST02311,2,2025-01-01,Churned
CUST02312,4,2025-12-21,Active
CUST02313,2,2024-10-03,Churned
CUST02314,8,2025-10-31,Active
CUST02315,4,2025-06-20,Churned
CUST02316,8,2025-08-03,Churned
CUST02317,5,2025-12-01,Active
CUST02318,3,2024-08-24,Churned
CUST02319,3,2025-03-02,Churned
CUST02320,8,2025-12-26,Active
CUST02321,3,2025-07-16,Churned
CUST02322,6,2025-10-02,Churned
CUST02323,9,2025-10-24,Active
CUST02324,4,2025-06-21,Churned
CUST02325,4,2025-05-03,Churned
CUST02326,2,2025-09-01,Churned
CUST02327,5,2025-09-01,Churned
CUST02328,4,2025-10-18,Active
CUST02329,6,2025-10-08,Active
CUST02330,4,2025-11-15,Active
CUST02331,8,2025-10-23,Active
CUST02332,6,2025-12-06,Active
CUST02333,8,2025-06-15,Churned
CUST02334,4,2025-09-29,Churned
CUST02335,3,2025-07-05,Churned
CUST02336,5,2025-09-30,Churned
CUST02337,5,2025-05-13,Churned
CUST02338,2,2025-08-26,Churned
CUST02339,4,2025-10-29,Active
CUST02340,6,2025-11-22,Active
CUST02341,5,2025-10-13,Active
CUST02342,4,2025-03-09,Churned
CUST02343,7,2025-08-07,Churned
CUST02344,4,2025-11-29,Active
CUST02345,9,2025-10-31,Active
CUST02346,2,2025-11-19,Active
CUST02347,5,2025-10-13,Active
CUST02348,4,2025-12-02,Active
CUST02349,3,2025-11-07,Active
CUST02350,9,2025-10-08,Active
CUST02351,3,2025-06-28,Churned
CUST02352,6,2025-12-10,Active
CUST02353,2,2024-04-27,Churned
CUST02354,4,2025-08-01,Churned
CUST02355,4,2025-01-21,Churned
CUST02356,3,2025-11-19,Active
CUST02357,7,2025-12-05,Active
CUST02358,5,2025-02-18,Churned
CUST02359,2,2025-05-31,Churned
CUST02360,2,2024-08-20,Churned
CUST02361,10,2025-10-20,Active
CUST02362,2,2025-05-28,Churned
CUST02363,4,2025-07-27,Churned
CUST02364,4,2025-10-19,Active
CUST02365,9,2025-10-03,Active
CUST02366,8,2025-12-22,Active
CUST02367,4,2025-07-07,Churned
CUST02368,6,2025-09-18,Churned
CUST02369,11,2025-09-02,Churned
CUST02370,3,2025-11-12,Active
CUST02371,2,2025-05-13,Churned
CUST02372,6,2025-11-09,Active
CUST02373,3,2025-02-08,Churned
CUST02374,6,2025-11-03,Active
CUST02375,8,2025-11-16,Active
CUST02376,2,2025-11-09,Active
CUST02377,4,2025-01-29,Churned
CUST02378,5,2025-10-08,Active
CUST02379,3,2025-09-20,Churned
CUST02380,7,2025-10-09,Active
CUST02381,4,2025-09-19,Churned
CUST02382,3,2024-10-02,Churned
CUST02383,3,2025-05-31,Churned
CUST02384,5,2025-10-28,Active
CUST02385,2,2025-12-02,Active
CUST02386,3,2024-09-02,Churned
CUST02387,2,2025-01-01,Churned
CUST02388,6,2025-10-16,Active
CUST02389,6,2025-08-14,Churned
CUST02390,2,2025-05-26,Churned
CUST02391,6,2025-10-17,Active
CUST02392,8,2025-11-08,Active
CUST02393,4,2025-05-23,Churned
CUST02394,3,2025-03-30,Churned
CUST02395,3,2025-12-16,Active
CUST02396,5,2025-06-13,Churned
CUST02397,8,2024-12-13,Churned
CUST02398,6,2025-11-04,Active
CUST02399,5,2025-05-23,Churned
CUST02400,5,2025-07-18,Churned
CUST02401,5,2025-09-19,Churned
CUST02402,4,2025-06-08,Churned
CUST02403,3,2025-04-29,Churned
CUST02404,8,2025-10-19,Active
CUST02405,5,2025-10-02,Churned
CUST02406,4,2025-11-07,Active
CUST02407,1,2024-10-16,Churned
CUST02408,4,2025-11-30,Active
CUST02409,5,2025-11-15,Active
CUST02410,7,2025-11-22,Active
CUST02411,5,2024-12-18,Churned
CUST02412,6,2025-12-31,Active
CUST02413,4,2025-11-04,Active
CUST02414,6,2025-08-24,Churned
CUST02415,4,2025-11-23,Active
CUST02416,4,2025-06-08,Churned
CUST02417,5,2025-05-10,Churned
CUST02418,9,2025-12-28,Active
CUST02419,3,2025-09-10,Churned
CUST02420,4,2025-07-13,Churned
CUST02421,6,2025-09-06,Churned
CUST02422,6,2025-04-16,Churned
CUST02423,10,2025-08-14,Churned
CUST02424,4,2025-08-13,Churned
CUST02425,6,2025-11-07,Active
CUST02426,6,2025-08-27,Churned
CUST02427,9,2025-10-31,Active
CUST02428,5,2025-12-09,Active
CUST02429,7,2025-07-04,Churned
CUST02430,4,2025-10-23,Active
CUST02431,4,2025-08-31,Churned
CUST02432,8,2025-10-12,Active
CUST02433,4,2025-08-18,Churned
CUST02434,5,2025-08-06,Churned
CUST02435,7,2025-09-25,Churned
CUST02436,7,2025-12-14,Active
CUST02437,5,2025-11-05,Active
CUST02438,9,2025-05-03,Churned
CUST02439,2,2025-04-28,Churned
CUST02440,6,2025-04-30,Churned
CUST02441,3,2025-07-22,Churned
CUST02442,5,2025-12-18,Active
CUST02443,9,2025-12-19,Active
CUST02444,5,2025-06-18,Churned
CUST02445,10,2025-08-09,Churned
CUST02446,5,2025-09-29,Churned
CUST02447,6,2025-12-20,Active
CUST02448,5,2025-07-26,Churned
CUST02449,1,2024-04-28,Churned
CUST02450,4,2025-05-01,Churned
CUST02451,9,2025-12-12,Active
CUST02452,2,2025-12-31,Active
CUST02453,5,2025-12-08,Active
CUST02454,3,2025-12-17,Active
CUST02455,5,2025-08-01,Churned
CUST02456,3,2025-10-29,Active
CUST02457,7,2025-10-09,Active
CUST02458,5,2025-06-05,Churned
CUST02459,7,2025-10-18,Active
CUST02460,5,2025-12-29,Active
CUST02461,3,2025-03-15,Churned
CUST02462,4,2025-12-20,Active
CUST02463,5,2024-12-13,Churned
CUST02464,5,2025-11-07,Active
CUST02465,2,2024-06-21,Churned
CUST02466,6,2025-10-29,Active
CUST02467,8,2025-10-16,Active
CUST02468,3,2025-02-13,Churned
CUST02469,6,2025-02-13,Churned
CUST02470,5,2025-07-14,Churned
CUST02471,2,2024-06-01,Churned
CUST02472,2,2024-09-14,Churned
CUST02473,4,2025-07-12,Churned
CUST02474,2,2025-12-13,Active
CUST02475,7,2025-08-26,Churned
CUST02476,6,2025-09-02,Churned
CUST02477,8,2025-12-25,Active
CUST02478,2,2024-11-27,Churned
CUST02479,4,2025-11-11,Active
CUST02480,3,2024-10-11,Churned
CUST02481,7,2025-12-04,Active
CUST02482,2,2025-06-21,Churned
CUST02483,7,2025-12-12,Active
CUST02484,5,2024-12-04,Churned
CUST02485,4,2025-08-09,Churned
CUST02486,2,2025-03-13,Churned
CUST02487,4,2025-08-30,Churned
CUST02488,4,2025-04-16,Churned
CUST02489,10,2025-12-14,Active
CUST02490,6,2025-07-13,Churned
CUST02491,2,2025-08-19,Churned
CUST02492,3,2025-08-11,Churned
CUST02493,6,2025-06-07,Churned
CUST02494,11,2025-10-30,Active
CUST02495,5,2025-12-11,Active
CUST02496,3,2025-08-16,Churned
CUST02497,4,2024-12-21,Churned
CUST02498,2,2025-09-22,Churned
CUST02499,8,2025-10-18,Active
CUST02500,6,2025-08-01,Churned
CUST02501,8,2025-12-26,Active
CUST02502,4,2025-05-03,Churned
CUST02503,3,2025-09-04,Churned
CUST02504,5,2025-08-24,Churned
CUST02505,4,2025-08-23,Churned
CUST02506,9,2025-11-18,Active
CUST02507,8,2025-10-25,Active
CUST02508,6,2025-12-16,Active
CUST02509,4,2025-11-08,Active
CUST02510,7,2025-12-19,Active
CUST02511,8,2025-07-17,Churned
CUST02512,7,2025-10-14,Active
CUST02513,8,2025-11-09,Active
CUST02514,3,2024-11-05,Churned
CUST02515,7,2025-10-13,Active
CUST02516,8,2025-12-18,Active
CUST02517,4,2025-06-13,Churned
CUST02518,5,2024-09-23,Churned
CUST02519,6,2025-07-26,Churned
CUST02520,7,2025-12-02,Active
CUST02521,1,2024-10-04,Churned
CUST02522,7,2025-12-21,Active
CUST02523,5,2025-06-17,Churned
CUST02524,3,2025-02-12,Churned
CUST02525,7,2025-07-27,Churned
CUST02526,3,2025-01-04,Churned
CUST02527,8,2025-05-25,Churned
CUST02528,5,2025-10-22,Active
CUST02529,4,2025-11-17,Active
CUST02530,4,2025-11-16,Active
CUST02531,8,2025-11-20,Active
CUST02532,8,2025-12-16,Active
CUST02533,7,2025-05-16,Churned
CUST02534,4,2025-11-12,Active
CUST02535,5,2025-12-12,Active
CUST02536,4,2025-05-16,Churned
CUST02537,3,2025-01-12,Churned
CUST02538,5,2025-12-08,Active
CUST02539,7,2025-09-17,Churned
CUST02540,5,2025-07-15,Churned
CUST02541,3,2025-10-29,Active
CUST02542,3,2025-10-19,Active
CUST02543,8,2025-11-22,Active
CUST02544,8,2025-12-11,Active
CUST02545,7,2025-11-29,Active
CUST02546,4,2024-11-22,Churned
CUST02547,4,2025-11-10,Active
CUST02548,5,2025-11-25,Active
CUST02549,4,2025-03-20,Churned
CUST02550,4,2025-08-08,Churned
CUST02551,5,2025-08-26,Churned
CUST02552,5,2025-04-03,Churned
CUST02553,8,2025-12-23,Active
CUST02554,7,2025-10-09,Active
CUST02555,8,2025-09-13,Churned
CUST02556,7,2025-11-27,Active
CUST02557,7,2025-12-07,Active
CUST02558,9,2025-07-23,Churned
CUST02559,4,2025-08-19,Churned
CUST02560,2,2025-10-05,Active
CUST02561,4,2025-12-21,Active
CUST02562,7,2025-10-28,Active
CUST02563,7,2025-10-11,Active
CUST02564,2,2024-09-21,Churned
CUST02565,1,2024-08-08,Churned
CUST02566,8,2025-11-13,Active
CUST02567,6,2025-10-17,Active
CUST02568,7,2025-12-04,Active
CUST02569,1,2025-07-26,Churned
CUST02570,4,2025-10-12,Active
CUST02571,4,2025-10-09,Active
CUST02572,6,2025-12-22,Active
CUST02573,6,2025-10-15,Active
CUST02574,5,2025-06-29,Churned
CUST02575,4,2025-06-21,Churned
CUST02576,6,2025-08-21,Churned
CUST02577,3,2025-01-09,Churned
CUST02578,7,2025-10-05,Active
CUST02579,2,2025-05-08,Churned
CUST02580,2,2024-11-28,Churned
CUST02581,2,2025-09-14,Churned
CUST02582,4,2025-03-25,Churned
CUST02583,4,2025-09-21,Churned
CUST02584,9,2025-07-11,Churned
CUST02585,7,2025-09-26,Churned
CUST02586,9,2025-12-18,Active
CUST02587,11,2025-11-25,Active
CUST02588,2,2025-09-20,Churned
CUST02589,2,2025-05-20,Churned
CUST02590,2,2025-06-29,Churned
CUST02591,5,2025-08-06,Churned
CUST02592,7,2025-12-14,Active
CUST02593,5,2025-08-23,Churned
CUST02594,5,2025-08-05,Churned
CUST02595,6,2025-03-21,Churned
CUST02596,4,2025-08-20,Churned
CUST02597,4,2025-10-30,Active
CUST02598,7,2025-09-05,Churned
CUST02599,6,2025-12-02,Active
CUST02600,4,2025-12-31,Active
CUST02601,5,2025-09-25,Churned
CUST02602,3,2025-11-20,Active
CUST02603,3,2025-02-16,Churned
CUST02604,4,2025-06-17,Churned
CUST02605,4,2025-09-08,Churned
CUST02606,7,2025-09-18,Churned
CUST02607,11,2025-12-23,Active
CUST02608,5,2025-11-06,Active
CUST02609,4,2024-12-22,Churned
CUST02610,8,2025-11-20,Active
CUST02611,9,2025-12-14,Active
CUST02612,8,2025-12-18,Active
CUST02613,7,2025-09-14,Churned
CUST02614,2,2024-09-27,Churned
CUST02615,4,2025-05-08,Churned
CUST02616,4,2025-08-25,Churned
CUST02617,4,2025-05-11,Churned
CUST02618,4,2025-12-18,Active
CUST02619,4,2025-12-26,Active
CUST02620,5,2025-12-13,Active
CUST02621,3,2025-06-06,Churned
CUST02622,6,2025-12-12,Active
CUST02623,0,,Active
CUST02624,2,2025-08-24,Churned
CUST02625,5,2025-08-31,Churned
CUST02626,6,2024-12-18,Churned
CUST02627,7,2025-12-30,Active
CUST02628,8,2025-06-15,Churned
CUST02629,3,2025-02-07,Churned
CUST02630,4,2025-10-13,Active
CUST02631,5,2025-07-24,Churned
CUST02632,2,2025-12-07,Active
CUST02633,3,2025-10-14,Active
CUST02634,4,2025-12-12,Active
CUST02635,6,2025-09-05,Churned
CUST02636,6,2025-10-13,Active
CUST02637,4,2025-12-22,Active
CUST02638,5,2025-11-17,Active
CUST02639,4,2025-10-26,Active
CUST02640,6,2025-08-22,Churned
CUST02641,2,2024-09-11,Churned
CUST02642,2,2025-09-22,Churned
CUST02643,9,2025-09-23,Churned
CUST02644,7,2025-08-15,Churned
CUST02645,11,2025-12-19,Active
CUST02646,10,2025-12-15,Active
CUST02647,7,2025-05-03,Churned
CUST02648,7,2025-10-08,Active
CUST02649,5,2025-09-20,Churned
CUST02650,3,2025-10-26,Active
CUST02651,6,2025-12-31,Active
CUST02652,6,2025-12-09,Active
CUST02653,9,2025-09-24,Churned
CUST02654,11,2025-12-06,Active
CUST02655,7,2025-12-11,Active
CUST02656,5,2025-11-21,Active
CUST02657,3,2025-07-06,Churned
CUST02658,3,2025-12-07,Active
CUST02659,7,2025-12-22,Active
CUST02660,9,2025-10-02,Churned
CUST02661,5,2025-12-20,Active
CUST02662,5,2025-04-21,Churned
CUST02663,6,2024-12-22,Churned
CUST02664,4,2025-09-19,Churned
CUST02665,4,2025-01-15,Churned
CUST02666,5,2025-11-30,Active
CUST02667,6,2025-09-30,Churned
CUST02668,5,2025-10-02,Churned
CUST02669,3,2025-06-07,Churned
CUST02670,3,2025-05-27,Churned
CUST02671,5,2025-01-11,Churned
CUST02672,8,2025-09-25,Churned
CUST02673,5,2025-07-25,Churned
CUST02674,2,2025-03-24,Churned
CUST02675,5,2025-08-09,Churned
CUST02676,6,2025-11-15,Active
CUST02677,4,2025-09-09,Churned
CUST02678,3,2025-12-20,Active
CUST02679,4,2024-11-23,Churned
CUST02680,5,2025-11-30,Active
CUST02681,3,2025-07-25,Churned
CUST02682,5,2025-09-21,Churned
CUST02683,3,2025-01-08,Churned
CUST02684,3,2025-04-29,Churned
CUST02685,6,2025-09-17,Churned
CUST02686,3,2025-07-24,Churned
CUST02687,7,2025-12-11,Active
CUST02688,4,2025-10-12,Active
CUST02689,7,2025-10-26,Active
CUST02690,3,2025-10-31,Active
CUST02691,2,2025-03-14,Churned
CUST02692,5,2025-07-31,Churned
CUST02693,4,2025-09-04,Churned
CUST02694,5,2025-08-20,Churned
CUST02695,3,2025-04-16,Churned
CUST02696,3,2025-09-19,Churned
CUST02697,3,2025-11-13,Active
CUST02698,2,2025-12-24,Active
CUST02699,6,2025-12-03,Active
CUST02700,9,2025-10-08,Active
CUST02701,6,2025-11-26,Active
CUST02702,0,,Active
CUST02703,11,2025-12-02,Active
CUST02704,4,2025-11-05,Active
CUST02705,5,2025-12-07,Active
CUST02706,2,2024-10-08,Churned
CUST02707,4,2025-10-27,Active
CUST02708,4,2024-11-22,Churned
CUST02709,5,2025-11-22,Active
CUST02710,11,2025-12-21,Active
CUST02711,4,2025-12-24,Active
CUST02712,5,2025-03-19,Churned
CUST02713,5,2025-04-05,Churned
CUST02714,8,2025-09-28,Churned
CUST02715,4,2025-11-26,Active
CUST02716,9,2025-03-12,Churned
CUST02717,7,2025-08-17,Churned
CUST02718,5,2025-10-20,Active
CUST02719,7,2025-12-07,Active
CUST02720,7,2025-08-03,Churned
CUST02721,8,2025-11-30,Active
CUST02722,6,2025-07-31,Churned
CUST02723,6,2025-12-11,Active
CUST02724,6,2025-11-01,Active
CUST02725,4,2025-07-10,Churned
CUST02726,4,2025-05-26,Churned
CUST02727,9,2025-11-19,Active
CUST02728,3,2025-08-30,Churned
CUST02729,6,2025-09-23,Churned
CUST02730,5,2025-10-14,Active
CUST02731,6,2025-09-16,Churned
CUST02732,8,2025-12-20,Active
CUST02733,2,2025-11-14,Active
CUST02734,3,2025-04-23,Churned
CUST02735,8,2025-12-13,Active
CUST02736,1,2025-03-22,Churned
CUST02737,1,2025-08-30,Churned
CUST02738,6,2025-09-05,Churned
CUST02739,4,2025-10-04,Active
CUST02740,4,2025-09-11,Churned
CUST02741,6,2025-12-29,Active
CUST02742,5,2025-10-27,Active
CUST02743,5,2025-10-23,Active
CUST02744,2,2025-11-06,Active
CUST02745,9,2025-12-04,Active
CUST02746,6,2025-12-19,Active
CUST02747,4,2025-09-08,Churned
CUST02748,3,2025-05-08,Churned
CUST02749,3,2025-11-11,Active
CUST02750,5,2025-01-04,Churned
CUST02751,7,2025-08-17,Churned
CUST02752,4,2025-12-10,Active
CUST02753,7,2025-09-08,Churned
CUST02754,7,2025-11-12,Active
CUST02755,5,2025-08-19,Churned
CUST02756,6,2025-09-21,Churned
CUST02757,3,2025-03-24,Churned
CUST02758,8,2025-09-30,Churned
CUST02759,7,2025-07-06,Churned
CUST02760,5,2025-09-13,Churned
CUST02761,10,2025-11-07,Active
CUST02762,6,2025-11-28,Active
CUST02763,7,2025-10-27,Active
CUST02764,4,2025-10-23,Active
CUST02765,1,2025-09-20,Churned
CUST02766,4,2025-04-21,Churned
CUST02767,8,2025-07-27,Churned
CUST02768,4,2025-07-18,Churned
CUST02769,6,2025-03-16,Churned
CUST02770,5,2025-09-11,Churned
CUST02771,8,2025-12-05,Active
CUST02772,6,2025-06-20,Churned
CUST02773,6,2025-09-09,Churned
CUST02774,3,2025-11-06,Active
CUST02775,4,2025-11-08,Active
CUST02776,8,2025-12-26,Active
CUST02777,3,2025-05-04,Churned
CUST02778,6,2025-12-12,Active
CUST02779,3,2025-03-25,Churned
CUST02780,6,2025-12-02,Active
CUST02781,5,2025-11-11,Active
CUST02782,9,2025-07-15,Churned
CUST02783,4,2025-04-24,Churned
CUST02784,2,2025-05-16,Churned
CUST02785,4,2025-12-06,Active
CUST02786,7,2025-12-12,Active
CUST02787,5,2025-11-21,Active
CUST02788,4,2025-09-26,Churned
CUST02789,5,2025-11-15,Active
CUST02790,6,2025-12-05,Active
CUST02791,5,2025-09-09,Churned
CUST02792,8,2025-11-17,Active
CUST02793,4,2025-07-27,Churned
CUST02794,4,2025-12-10,Active
CUST02795,5,2025-03-19,Churned
CUST02796,10,2025-12-01,Active
CUST02797,6,2025-08-07,Churned
CUST02798,5,2025-09-27,Churned
CUST02799,8,2025-10-24,Active
CUST02800,2,2025-03-24,Churned
CUST02801,8,2025-06-29,Churned
CUST02802,5,2025-11-24,Active
CUST02803,7,2025-10-12,Active
CUST02804,4,2025-12-21,Active
CUST02805,4,2025-04-20,Churned
CUST02806,3,2025-11-03,Active
CUST02807,3,2025-07-14,Churned
CUST02808,2,2025-11-13,Active
CUST02809,6,2025-11-26,Active
CUST02810,5,2025-12-04,Active
CUST02811,5,2025-12-19,Active
CUST02812,3,2025-10-03,Active
CUST02813,6,2025-12-04,Active
CUST02814,6,2025-11-09,Active
CUST02815,2,2025-12-28,Active
CUST02816,4,2025-10-28,Active
CUST02817,8,2025-12-19,Active
CUST02818,3,2025-10-26,Active
CUST02819,2,2025-10-17,Active
CUST02820,3,2025-09-19,Churned
CUST02821,7,2025-10-11,Active
CUST02822,6,2025-08-26,Churned
CUST02823,2,2025-11-02,Active
CUST02824,5,2025-07-13,Churned
CUST02825,2,2025-05-16,Churned
CUST02826,5,2025-11-25,Active
CUST02827,9,2025-04-12,Churned
CUST02828,6,2025-11-13,Active
CUST02829,3,2025-01-16,Churned
CUST02830,3,2025-06-11,Churned
CUST02831,3,2025-08-25,Churned
CUST02832,8,2025-06-13,Churned
CUST02833,7,2025-11-25,Active
CUST02834,6,2025-12-15,Active
CUST02835,1,2024-01-31,Churned
CUST02836,4,2025-11-30,Active
CUST02837,3,2025-05-15,Churned
CUST02838,5,2025-12-01,Active
CUST02839,7,2025-09-23,Churned
CUST02840,6,2025-11-18,Active
CUST02841,2,2025-01-03,Churned
CUST02842,3,2025-12-01,Active
CUST02843,1,2024-12-12,Churned
CUST02844,9,2025-08-25,Churned
CUST02845,7,2025-11-12,Active
CUST02846,8,2025-10-05,Active
CUST02847,5,2025-10-16,Active
CUST02848,7,2025-10-25,Active
CUST02849,7,2025-12-04,Active
CUST02850,1,2024-04-18,Churned
CUST02851,6,2025-10-07,Active
CUST02852,6,2025-12-22,Active
CUST02853,6,2025-10-14,Active
CUST02854,1,2024-07-25,Churned
CUST02855,3,2025-07-01,Churned
CUST02856,8,2025-10-22,Active
CUST02857,8,2025-12-16,Active
CUST02858,5,2025-09-26,Churned
CUST02859,3,2025-12-19,Active
CUST02860,9,2025-10-29,Active
CUST02861,3,2025-11-27,Active
CUST02862,2,2025-10-25,Active
CUST02863,3,2025-09-25,Churned
CUST02864,4,2025-08-10,Churned
CUST02865,9,2025-05-09,Churned
CUST02866,5,2025-04-20,Churned
CUST02867,5,2025-10-06,Active
CUST02868,2,2025-03-24,Churned
CUST02869,7,2025-12-14,Active
CUST02870,4,2025-03-03,Churned
CUST02871,1,2025-12-02,Active
CUST02872,7,2025-09-14,Churned
CUST02873,4,2025-04-18,Churned
CUST02874,4,2025-12-18,Active
CUST02875,7,2025-12-22,Active
CUST02876,5,2025-10-19,Active
CUST02877,5,2025-07-23,Churned
CUST02878,5,2025-09-19,Churned
CUST02879,2,2025-03-31,Churned
CUST02880,5,2025-11-11,Active
CUST02881,6,2025-09-22,Churned
CUST02882,5,2025-12-13,Active
CUST02883,4,2025-12-04,Active
CUST02884,5,2025-12-29,Active
CUST02885,5,2025-12-23,Active
CUST02886,8,2025-12-14,Active
CUST02887,8,2025-12-30,Active
CUST02888,6,2025-02-07,Churned
CUST02889,2,2025-05-19,Churned
CUST02890,5,2025-08-12,Churned
CUST02891,4,2025-06-30,Churned
CUST02892,9,2025-12-20,Active
CUST02893,10,2025-12-07,Active
CUST02894,3,2025-05-24,Churned
CUST02895,6,2025-09-30,Churned
CUST02896,3,2024-10-06,Churned
CUST02897,6,2024-10-20,Churned
CUST02898,4,2025-08-18,Churned
CUST02899,6,2025-07-28,Churned
CUST02900,5,2025-08-14,Churned
CUST02901,6,2025-09-02,Churned
CUST02902,4,2025-10-14,Active
CUST02903,7,2025-12-21,Active
CUST02904,2,2024-12-03,Churned
CUST02905,3,2025-09-15,Churned
CUST02906,6,2025-07-19,Churned
CUST02907,6,2025-11-09,Active
CUST02908,5,2025-09-15,Churned
CUST02909,4,2025-07-07,Churned
CUST02910,3,2025-06-22,Churned
CUST02911,6,2025-11-02,Active
CUST02912,4,2025-02-25,Churned
CUST02913,4,2025-12-24,Active
CUST02914,5,2025-11-30,Active
CUST02915,6,2025-12-31,Active
CUST02916,1,2025-11-03,Active
CUST02917,5,2025-06-26,Churned
CUST02918,3,2025-09-03,Churned
CUST02919,7,2025-11-08,Active
CUST02920,10,2025-12-18,Active
CUST02921,7,2025-11-02,Active
CUST02922,4,2025-08-01,Churned
CUST02923,3,2025-08-06,Churned
CUST02924,3,2025-08-20,Churned
CUST02925,5,2025-04-07,Churned
CUST02926,8,2025-10-07,Active
CUST02927,6,2025-09-27,Churned
CUST02928,5,2025-08-08,Churned
CUST02929,7,2025-11-28,Active
CUST02930,5,2025-05-10,Churned
CUST02931,4,2025-11-21,Active
CUST02932,4,2025-08-03,Churned
CUST02933,8,2025-08-27,Churned
CUST02934,3,2025-06-14,Churned
CUST02935,6,2025-12-20,Active
CUST02936,7,2025-06-25,Churned
CUST02937,5,2025-01-25,Churned
CUST02938,7,2025-12-23,Active
CUST02939,5,2025-09-19,Churned
CUST02940,4,2025-09-07,Churned
CUST02941,5,2025-04-08,Churned
CUST02942,2,2025-06-16,Churned
CUST02943,3,2025-03-25,Churned
CUST02944,3,2025-12-18,Active
CUST02945,7,2025-10-03,Active
CUST02946,4,2025-09-18,Churned
CUST02947,9,2025-11-23,Active
CUST02948,7,2025-10-18,Active
CUST02949,1,2025-11-20,Active
CUST02950,6,2025-09-30,Churned
CUST02951,5,2025-10-23,Active
CUST02952,4,2025-08-28,Churned
CUST02953,2,2024-06-21,Churned
CUST02954,3,2025-08-19,Churned
CUST02955,6,2025-05-09,Churned
CUST02956,3,2025-12-24,Active
CUST02957,3,2025-09-23,Churned
CUST02958,1,2025-02-18,Churned
CUST02959,6,2025-12-29,Active
CUST02960,8,2025-12-09,Active
CUST02961,4,2025-11-20,Active
CUST02962,2,2025-07-15,Churned
CUST02963,6,2025-12-18,Active
CUST02964,8,2025-06-07,Churned
CUST02965,4,2025-05-13,Churned
CUST02966,2,2024-08-12,Churned
CUST02967,3,2025-06-21,Churned
CUST02968,7,2025-10-10,Active
CUST02969,3,2025-11-12,Active
CUST02970,4,2025-05-05,Churned
CUST02971,4,2025-11-18,Active
CUST02972,5,2025-08-23,Churned
CUST02973,4,2025-10-01,Churned
CUST02974,5,2025-09-14,Churned
CUST02975,3,2025-09-22,Churned
CUST02976,3,2024-09-29,Churned
CUST02977,6,2025-12-08,Active
CUST02978,9,2025-10-10,Active
CUST02979,5,2025-06-22,Churned
CUST02980,6,2025-06-08,Churned
CUST02981,8,2025-12-29,Active
CUST02982,8,2025-12-17,Active
CUST02983,3,2025-11-24,Active
CUST02984,6,2025-12-07,Active
CUST02985,10,2025-12-06,Active
CUST02986,8,2025-12-27,Active
CUST02987,3,2025-08-14,Churned
CUST02988,12,2025-11-20,Active
CUST02989,7,2025-08-18,Churned
